bjd_code,altitude_m,altitude_source
4111513900,53,emd_point
4111514000,65,region_point
4111514100,44,emd_point
4111710100,32,region_point
4111710200,41,emd_point
4111710300,32,region_point
4111710400,32,region_point
4111710500,32,region_point
4111710600,32,region_point
4111710700,32,region_point
4113110100,98,region_point
4113110200,98,region_point
4113110300,98,region_point
4113110400,60,emd_point
4113110500,107,emd_point
4113110600,112,emd_point
4113110700,32,emd_point
4113110800,98,region_point
4113110900,26,emd_point
4113111000,98,region_point
4113111100,98,region_point
4113111200,41,emd_point
4113111300,98,region_point
4113111400,98,region_point
4113111500,67,emd_point
4113111600,98,region_point
4113111700,98,region_point
4113310100,35,emd_point
4113310300,50,region_point
4113310400,50,region_point
4113310500,50,region_point
4113310600,50,region_point
4113310700,56,emd_point
4113310800,50,region_point
4113310900,90,emd_point
4113313200,70,emd_point
4113510100,108,emd_point
4113510200,53,region_point
4113510300,59,emd_point
4113510400,53,region_point
4113510500,53,region_point
4113510600,53,region_point
4113510700,53,region_point
4113510800,61,emd_point
4113510900,52,emd_point
4113511000,52,emd_point
4113511100,61,emd_point
4113511200,53,region_point
4113511300,53,region_point
4113511400,135,emd_point
4113511500,74,emd_point
4113511600,53,region_point
4113511700,53,region_point
4113511800,53,region_point
4115010100,49,region_point
4115010200,49,region_point
4115010300,42,emd_point
4115010400,49,region_point
4115010500,49,region_point
4115010600,49,region_point
4115010700,49,region_point
4115010800,49,region_point
4115010900,49,region_point
4115011000,52,emd_point
4115011100,62,emd_point
4115011200,58,emd_point
4115011300,49,region_point
4117110100,41,region_point
4117110200,41,region_point
4117110300,31,emd_point
4117310100,40,region_point
4117310200,55,emd_point
4117310300,65,emd_point
4117310400,40,region_point
4119210100,23,region_point
4119210200,23,region_point
4119210300,18,emd_point
4119210400,20,emd_point
4119210500,17,emd_point
4119210600,35,emd_point
4119210700,23,region_point
4119210800,24,emd_point
4119210900,17,emd_point
4119410100,45,emd_point
4119410200,42,emd_point
4119410300,44,emd_point
4119410400,48,emd_point
4119410500,45,region_point
4119410600,18,emd_point
4119410700,45,region_point
4119610100,20,emd_point
4119610200,14,region_point
4119610300,14,region_point
4119610400,14,region_point
4119610500,14,region_point
4119610600,14,region_point
4119610700,14,region_point
4119610800,14,region_point
4121010100,29,region_point
4121010200,29,region_point
4121010300,29,region_point
4121010400,29,region_point
4121010500,29,region_point
4121010600,23,emd_point
4121010700,29,region_point
4121010800,29,region_point
4122010100,37,emd_point
4122010200,13,region_point
4122010300,13,region_point
4122010400,13,region_point
4122010500,13,region_point
4122010600,13,region_point
4122010700,13,region_point
4122010800,13,region_point
4122010900,13,region_point
4122011000,40,emd_point
4122011100,13,region_point
4122011200,13,region_point
4122011300,13,region_point
4122011400,22,emd_point
4122011500,13,region_point
4122011600,13,region_point
4122011700,13,region_point
4122011800,13,region_point
4122011900,17,emd_point
4122012000,16,emd_point
4122012100,13,region_point
4122012200,13,region_point
4122012300,13,region_point
4122012400,23,emd_point
4122012500,13,region_point
4122012600,13,region_point
4122012700,13,region_point
4122012800,20,emd_point
4122025000,23,emd_point
4122025021,23,emd_point
4122025022,23,emd_point
4122025023,23,emd_point
4122025024,23,emd_point
4122025025,23,emd_point
4122025026,23,emd_point
4122025027,23,emd_point
4122025028,23,emd_point
4122025029,23,emd_point
4122025030,23,emd_point
4122025031,23,emd_point
4122025032,23,emd_point
4122025033,23,emd_point
4122025034,23,emd_point
4122025035,23,emd_point
4122025036,23,emd_point
4122025037,23,emd_point
4122025038,23,emd_point
4122025039,23,emd_point
4122025040,23,emd_point
4122025041,23,emd_point
4122025042,23,emd_point
4122025043,23,emd_point
4122025044,23,emd_point
4122025045,23,emd_point
4122025300,25,emd_point
4122025321,25,emd_point
4122025322,25,emd_point
4122025323,25,emd_point
4122025324,25,emd_point
4122025325,25,emd_point
4122025326,25,emd_point
4122025327,25,emd_point
4122025328,25,emd_point
4122025329,25,emd_point
4122025330,25,emd_point
4122025600,30,emd_point
4122025621,30,emd_point
4122025622,30,emd_point
4122025623,30,emd_point
4122025624,30,emd_point
4122025625,30,emd_point
4122025626,30,emd_point
4122025627,30,emd_point
4122025628,30,emd_point
4122025629,30,emd_point
4122025900,15,emd_point
4122025921,15,emd_point
4122025922,15,emd_point
4122025923,15,emd_point
4122025924,15,emd_point
4122025925,15,emd_point
4122025926,15,emd_point
4122025927,15,emd_point
4122025928,15,emd_point
4122025929,15,emd_point
4122025930,15,emd_point
4122025931,15,emd_point
4122025932,15,emd_point
4122031000,19,emd_point
4122031021,19,emd_point
4122031022,19,emd_point
4122031023,19,emd_point
4122031024,19,emd_point
4122031025,19,emd_point
4122031026,19,emd_point
4122031027,19,emd_point
4122031028,19,emd_point
4122031029,19,emd_point
4122031030,19,emd_point
4122031031,19,emd_point
4122031032,19,emd_point
4122032000,15,emd_point
4122032021,15,emd_point
4122032022,15,emd_point
4122032023,15,emd_point
4122032024,15,emd_point
4122032025,15,emd_point
4122032026,15,emd_point
4122032027,15,emd_point
4122032028,15,emd_point
4122032029,15,emd_point
4122032030,15,emd_point
4122033000,17,emd_point
4122033021,17,emd_point
4122033022,17,emd_point
4122033023,17,emd_point
4122033024,17,emd_point
4122033025,17,emd_point
4122033026,17,emd_point
4122033027,17,emd_point
4122033028,17,emd_point
4122033029,17,emd_point
4122033031,17,emd_point
4122034000,8,emd_point
4122034021,8,emd_point
4122034022,8,emd_point
4122034023,8,emd_point
4122034024,8,emd_point
4122034025,8,emd_point
4122034026,8,emd_point
4122034027,8,emd_point
4122034028,8,emd_point
4122034029,8,emd_point
4122037000,16,emd_point
4122037021,16,emd_point
4122037022,16,emd_point
4122037023,16,emd_point
4122037024,16,emd_point
4122037025,16,emd_point
4122037026,16,emd_point
4122037027,16,emd_point
4122037028,16,emd_point
4122037029,16,emd_point
4122037030,16,emd_point
4122037031,16,emd_point
4122037032,16,emd_point
4125010100,72,emd_point
4125010200,79,region_point
4125010300,79,region_point
4125010400,79,region_point
4125010500,79,region_point
4125010600,94,emd_point
4125010700,79,region_point
4125010800,79,region_point
4125010900,79,region_point
4125011000,79,region_point
4125011100,79,region_point
4125011200,67,emd_point
4127110100,65,emd_point
4127110200,18,emd_point
4127110300,27,emd_point
4127110400,24,region_point
4127110500,24,region_point
4127110600,24,region_point
4127110700,36,emd_point
4127110800,45,emd_point
4127110900,19,emd_point
4127111000,24,region_point
4127111100,24,region_point
4127111200,24,region_point
4127111300,24,region_point
4127111400,24,region_point
4127111500,24,region_point
4127310100,11,emd_point
4127310200,21,emd_point
4127310300,10,emd_point
4127310400,9,region_point
4127310500,9,region_point
4127310600,9,region_point
4127310700,12,emd_point
4127310800,15,emd_point
4127310900,9,region_point
4127311000,9,region_point
4127311100,9,region_point
4127311200,9,region_point
4127311300,9,region_point
4127311400,9,region_point
4127311500,9,region_point
4128110100,19,emd_point
4128110200,17,region_point
4128110300,17,region_point
4128110400,17,region_point
4128110500,17,region_point
4128110600,17,region_point
4128110700,17,region_point
4128110800,50,emd_point
4128110900,17,region_point
4128111000,17,region_point
4128111100,17,region_point
4128111200,17,region_point
4128111300,17,region_point
4128111400,17,region_point
4128111500,17,region_point
4128111600,80,emd_point
4128111700,17,region_point
4128111800,30,emd_point
4128111900,17,region_point
4128112000,17,region_point
4128112100,17,region_point
4128112200,17,region_point
4128112300,17,region_point
4128112400,17,region_point
4128112500,17,region_point
4128112600,17,region_point
4128112700,17,region_point
4128112800,17,region_point
4128112900,22,emd_point
4128113000,17,region_point
4128113100,17,region_point
4128113200,17,region_point
4128510100,23,emd_point
4128510200,12,region_point
4128510300,27,emd_point
4128510400,12,region_point
4128510500,12,region_point
4128510600,12,region_point
4128510700,12,region_point
4128510800,12,region_point
4128510900,12,region_point
4128511000,12,region_point
4128511100,12,region_point
4128511200,12,region_point
4128511300,12,region_point
4128710100,13,region_point
4128710200,13,region_point
4128710300,13,region_point
4128710400,17,emd_point
4128710500,12,emd_point
4128710600,14,emd_point
4128710700,13,region_point
4128710800,13,region_point
4129010100,46,region_point
4129010200,68,emd_point
4129010300,55,emd_point
4129010400,46,region_point
4129010500,36,emd_point
4129010600,46,region_point
4129010700,50,emd_point
4129010800,58,emd_point
4129010900,71,emd_point
4129011000,61,emd_point
4131010100,37,emd_point
4131010200,30,region_point
4131010300,32,emd_point
4131010400,30,region_point
4131010500,30,region_point
4131010600,30,region_point
4131010700,30,region_point
4136010100,151,emd_point
4136010200,136,emd_point
4136010300,48,emd_point
4136010400,111,region_point
4136010500,111,region_point
4136010600,111,region_point
4136010800,111,region_point
4136010900,111,region_point
4136011000,111,region_point
4136011100,46,emd_point
4136011200,111,region_point
4136025000,30,emd_point
4136025021,30,emd_point
4136025022,30,emd_point
4136025023,30,emd_point
4136025024,30,emd_point
4136025025,30,emd_point
4136025300,53,emd_point
4136025321,53,emd_point
4136025322,53,emd_point
4136025323,53,emd_point
4136025324,53,emd_point
4136025325,53,emd_point
4136025326,53,emd_point
4136025327,53,emd_point
4136025328,53,emd_point
4136025600,106,emd_point
4136025621,106,emd_point
4136025622,106,emd_point
4136025623,106,emd_point
4136025624,106,emd_point
4136025625,106,emd_point
4136025626,106,emd_point
4136025627,106,emd_point
4136025628,106,emd_point
4136025629,106,emd_point
4136025630,106,emd_point
4136025900,42,emd_point
4136025921,42,emd_point
4136025922,42,emd_point
4136025923,42,emd_point
4136025924,42,emd_point
4136025925,42,emd_point
4136025926,42,emd_point
4136026200,75,emd_point
4136026221,75,emd_point
4136026222,75,emd_point
4136026223,75,emd_point
4136026500,24,emd_point
4136026521,24,emd_point
4136031000,42,emd_point
4136031021,42,emd_point
4136031022,42,emd_point
4136031023,42,emd_point
4136034000,73,emd_point
4136034021,73,emd_point
4136034022,73,emd_point
4136034023,73,emd_point
4136034024,73,emd_point
4136034025,73,emd_point
4136034026,73,emd_point
4136034027,73,emd_point
4136036000,27,emd_point
4136036021,27,emd_point
4136036022,27,emd_point
4136036023,27,emd_point
4136036024,27,emd_point
4136036025,27,emd_point
4136036026,27,emd_point
4137010100,22,region_point
4137010200,22,region_point
4137010300,22,region_point
4137010400,22,region_point
4137010500,22,region_point
4137010600,22,region_point
4137010700,22,region_point
4137010800,22,region_point
4137010900,22,region_point
4137011000,22,region_point
4137011100,22,region_point
4137011200,22,region_point
4137011300,22,region_point
4137011400,22,region_point
4137011500,22,region_point
4137011600,22,region_point
4137011700,22,region_point
4137011800,22,region_point
4137011900,22,region_point
4137012000,22,region_point
4137012100,22,region_point
4137012200,22,region_point
4137012300,22,region_point
4137012400,22,region_point
4139010100,29,emd_point
4139010200,20,emd_point
4139010300,28,region_point
4139010400,28,region_point
4139010500,28,region_point
4139010600,10,emd_point
4139010700,28,region_point
4139010800,15,emd_point
4139010900,28,region_point
4139011000,28,region_point
4139011200,22,emd_point
4139011300,28,region_point
4139011700,28,region_point
4139011800,39,emd_point
4139011900,28,region_point
4139012000,28,region_point
4139012100,28,region_point
4139012200,28,region_point
4139012300,28,region_point
4139012400,28,region_point
4139012500,28,region_point
4139012600,29,emd_point
4139012700,28,region_point
4139012800,9,emd_point
4139012900,28,region_point
4139013000,15,emd_point
4139013100,10,emd_point
4139013200,28,region_point
4139013300,28,region_point
4139013400,28,region_point
4139013500,28,region_point
4141010100,75,region_point
4141010200,75,region_point
4141010300,75,region_point
4141010400,75,region_point
4141010500,54,emd_point
4141010600,75,region_point
4141010700,75,region_point
4141010800,75,region_point
4141010900,75,region_point
4143010100,86,emd_point
4143010200,70,region_point
4143010300,70,region_point
4143010400,70,region_point
4143010500,57,emd_point
4143010600,70,region_point
4143010700,70,region_point
4143010800,60,emd_point
4143010900,70,region_point
4143011000,70,region_point
4143011100,70,region_point
4145010100,67,emd_point
4145010200,34,region_point
4145010300,34,region_point
4145010400,34,region_point
4145010500,34,region_point
4145010600,34,region_point
4145010700,34,region_point
4145010800,34,region_point
4145010900,34,region_point
4145011000,34,region_point
4145011100,34,region_point
4145011200,34,region_point
4145011300,41,emd_point
4145011400,30,emd_point
4145011500,34,region_point
4145011600,34,region_point
4145011700,34,region_point
4145011800,45,emd_point
4145011900,34,region_point
4145012000,34,region_point
4145012100,34,region_point
4145012200,34,region_point
4145012300,40,emd_point
4145012400,34,region_point
4146110100,122,region_point
4146110200,101,emd_point
4146110300,158,emd_point
4146110400,122,region_point
4146110500,122,region_point
4146110600,122,region_point
4146110700,122,region_point
4146110800,122,region_point
4146110900,122,region_point
4146111000,122,region_point
4146125000,106,emd_point
4146125021,106,emd_point
4146125022,106,emd_point
4146125023,106,emd_point
4146125024,106,emd_point
4146125025,106,emd_point
4146125026,106,emd_point
4146125027,106,emd_point
4146125028,106,emd_point
4146125029,106,emd_point
4146125300,77,emd_point
4146125321,77,emd_point
4146125322,77,emd_point
4146125323,77,emd_point
4146125324,77,emd_point
4146125325,77,emd_point
4146125326,77,emd_point
4146125327,77,emd_point
4146125328,77,emd_point
4146125600,50,emd_point
4146125621,50,emd_point
4146125622,50,emd_point
4146125623,50,emd_point
4146125624,50,emd_point
4146125625,50,emd_point
4146125626,50,emd_point
4146125627,50,emd_point
4146125628,50,emd_point
4146125629,50,emd_point
4146125900,27,emd_point
4146125921,27,emd_point
4146125922,27,emd_point
4146125923,27,emd_point
4146125924,27,emd_point
4146125925,27,emd_point
4146125926,27,emd_point
4146125927,27,emd_point
4146125928,27,emd_point
4146125929,27,emd_point
4146125930,27,emd_point
4146125931,27,emd_point
4146126200,140,emd_point
4146126221,140,emd_point
4146126222,140,emd_point
4146126223,140,emd_point
4146126224,140,emd_point
4146126225,140,emd_point
4146126226,140,emd_point
4146126227,140,emd_point
4146126228,140,emd_point
4146126229,140,emd_point
4146126230,140,emd_point
4146134000,105,emd_point
4146134021,105,emd_point
4146134022,105,emd_point
4146134023,105,emd_point
4146134024,105,emd_point
4146134025,105,emd_point
4146134026,105,emd_point
4146134027,105,emd_point
4146134028,105,emd_point
4146134029,105,emd_point
4146134030,105,emd_point
4146134031,105,emd_point
4146134032,105,emd_point
4146135000,105,emd_point
4146135021,105,emd_point
4146135022,105,emd_point
4146135023,105,emd_point
4146135024,105,emd_point
4146135025,105,emd_point
4146135026,105,emd_point
4146135027,105,emd_point
4146135028,105,emd_point
4146135029,105,emd_point
4146135030,105,emd_point
4146135031,105,emd_point
4146135032,105,emd_point
4146135033,105,emd_point
4146310100,60,emd_point
4146310200,77,emd_point
4146310300,91,emd_point
4146310400,70,region_point
4146310500,57,emd_point
4146310600,70,region_point
4146310700,70,region_point
4146310800,70,region_point
4146310900,70,region_point
4146311000,70,region_point
4146311100,70,region_point
4146311200,70,region_point
4146311300,141,emd_point
4146311400,70,region_point
4146311500,70,region_point
4146311600,70,region_point
4146311700,158,emd_point
4146311800,88,emd_point
4146510100,77,region_point
4146510200,77,region_point
4146510300,70,emd_point
4146510400,77,region_point
4146510500,135,emd_point
4146510600,100,emd_point
4146510700,77,region_point
4148010100,35,region_point
4148010200,35,region_point
4148010400,35,region_point
4148010500,35,region_point
4148010600,35,region_point
4148010700,18,emd_point
4148010800,35,region_point
4148010900,35,region_point
4148011000,35,region_point
4148011100,35,region_point
4148011200,35,region_point
4148011300,35,region_point
4148011400,35,region_point
4148011500,35,region_point
4148011600,35,region_point
4148011700,35,region_point
4148011800,35,region_point
4148011900,35,region_point
4148012000,35,region_point
4148012100,35,region_point
4148012200,35,region_point
4148012300,35,region_point
4148025000,12,emd_point
4148025021,12,emd_point
4148025022,12,emd_point
4148025023,12,emd_point
4148025024,12,emd_point
4148025025,12,emd_point
4148025026,12,emd_point
4148025027,12,emd_point
4148025028,12,emd_point
4148025029,12,emd_point
4148025030,12,emd_point
4148025300,27,emd_point
4148025321,27,emd_point
4148025322,27,emd_point
4148025323,27,emd_point
4148025324,27,emd_point
4148025325,27,emd_point
4148025326,27,emd_point
4148025327,27,emd_point
4148025600,59,emd_point
4148025621,59,emd_point
4148025622,59,emd_point
4148025623,59,emd_point
4148025624,59,emd_point
4148025625,59,emd_point
4148025626,59,emd_point
4148025627,59,emd_point
4148025628,59,emd_point
4148025629,59,emd_point
4148025630,59,emd_point
4148026200,20,emd_point
4148026221,20,emd_point
4148026222,20,emd_point
4148026223,20,emd_point
4148026224,20,emd_point
4148026225,20,emd_point
4148026226,20,emd_point
4148026227,20,emd_point
4148031000,18,emd_point
4148031021,18,emd_point
4148031022,18,emd_point
4148031023,18,emd_point
4148031024,18,emd_point
4148031025,18,emd_point
4148032000,23,emd_point
4148032021,23,emd_point
4148032022,23,emd_point
4148032023,23,emd_point
4148032024,23,emd_point
4148032025,23,emd_point
4148032026,23,emd_point
4148032027,23,emd_point
4148032028,23,emd_point
4148032029,23,emd_point
4148032030,23,emd_point
4148032031,23,emd_point
4148035000,94,emd_point
4148035021,94,emd_point
4148035022,94,emd_point
4148035023,94,emd_point
4148035024,94,emd_point
4148035025,94,emd_point
4148035026,94,emd_point
4148035027,94,emd_point
4148035028,94,emd_point
4148035029,94,emd_point
4148036000,51,emd_point
4148036021,51,emd_point
4148036022,51,emd_point
4148036023,51,emd_point
4148036024,51,emd_point
4148036026,51,emd_point
4148036027,51,emd_point
4148036028,51,emd_point
4148037000,47,emd_point
4148037021,47,emd_point
4148037022,47,emd_point
4148037023,47,emd_point
4148037024,47,emd_point
4148037025,47,emd_point
4148037026,47,emd_point
4148037027,47,emd_point
4148037028,47,emd_point
4148037029,47,emd_point
4148037030,47,emd_point
4148037031,47,emd_point
4148037032,47,emd_point
4148037033,47,emd_point
4148037034,47,emd_point
4148037035,47,emd_point
4148037036,47,emd_point
4148038000,35,region_point
4148038021,35,region_point
4148038022,35,region_point
4148038023,35,region_point
4148038024,35,region_point
4148038025,35,region_point
4148038026,35,region_point
4148038027,35,region_point
4148039000,36,emd_point
4148039021,36,emd_point
4148039022,36,emd_point
4148039023,36,emd_point
4148039024,36,emd_point
4148039025,36,emd_point
4148039026,36,emd_point
4148039027,36,emd_point
4148039028,36,emd_point
4148039029,36,emd_point
4148040000,35,region_point
4148040021,35,region_point
4148040022,35,region_point
4148040023,35,region_point
4148040024,35,region_point
4148040025,35,region_point
4148041000,35,region_point
4148041022,35,region_point
4148041023,35,region_point
4148041024,35,region_point
4150010100,68,emd_point
4150010200,68,emd_point
4150010300,64,emd_point
4150010400,66,region_point
4150010500,66,region_point
4150010600,66,region_point
4150010700,66,region_point
4150010800,66,region_point
4150010900,73,emd_point
4150011000,66,region_point
4150011100,66,region_point
4150011200,66,region_point
4150011300,66,region_point
4150011400,66,region_point
4150011500,66,region_point
4150025000,74,emd_point
4150025021,74,emd_point
4150025022,74,emd_point
4150025023,74,emd_point
4150025024,74,emd_point
4150025025,74,emd_point
4150025026,74,emd_point
4150025027,74,emd_point
4150025028,74,emd_point
4150025029,74,emd_point
4150025030,74,emd_point
4150025031,74,emd_point
4150025032,74,emd_point
4150025033,74,emd_point
4150025300,66,emd_point
4150025321,66,emd_point
4150025322,66,emd_point
4150025323,66,emd_point
4150025324,66,emd_point
4150025325,66,emd_point
4150025326,66,emd_point
4150025327,66,emd_point
4150025328,66,emd_point
4150025329,66,emd_point
4150025330,66,emd_point
4150025331,66,emd_point
4150025332,66,emd_point
4150025333,66,emd_point
4150025334,66,emd_point
4150031000,64,emd_point
4150031021,64,emd_point
4150031022,64,emd_point
4150031023,64,emd_point
4150031024,64,emd_point
4150031025,64,emd_point
4150031026,64,emd_point
4150031027,64,emd_point
4150031028,64,emd_point
4150031029,64,emd_point
4150031030,64,emd_point
4150031031,64,emd_point
4150031032,64,emd_point
4150031033,64,emd_point
4150032000,57,emd_point
4150032021,57,emd_point
4150032022,57,emd_point
4150032023,57,emd_point
4150032024,57,emd_point
4150032025,57,emd_point
4150032026,57,emd_point
4150032027,57,emd_point
4150032028,57,emd_point
4150032029,57,emd_point
4150032030,57,emd_point
4150032031,57,emd_point
4150032032,57,emd_point
4150033000,62,emd_point
4150033021,62,emd_point
4150033022,62,emd_point
4150033023,62,emd_point
4150033024,62,emd_point
4150033025,62,emd_point
4150033026,62,emd_point
4150033027,62,emd_point
4150033028,62,emd_point
4150033029,62,emd_point
4150034000,83,emd_point
4150034021,83,emd_point
4150034022,83,emd_point
4150034023,83,emd_point
4150034024,83,emd_point
4150034025,83,emd_point
4150034026,83,emd_point
4150034027,83,emd_point
4150034028,83,emd_point
4150034029,83,emd_point
4150034030,83,emd_point
4150034031,83,emd_point
4150034032,83,emd_point
4150034033,83,emd_point
4150035000,71,emd_point
4150035025,71,emd_point
4150035026,71,emd_point
4150035027,71,emd_point
4150035028,71,emd_point
4150035029,71,emd_point
4150035030,71,emd_point
4150035031,71,emd_point
4150035032,71,emd_point
4150035033,71,emd_point
4150035034,71,emd_point
4150036000,93,emd_point
4150036021,93,emd_point
4150036022,93,emd_point
4150036023,93,emd_point
4150036024,93,emd_point
4150036025,93,emd_point
4150036026,93,emd_point
4150036027,93,emd_point
4150036028,93,emd_point
4150036029,93,emd_point
4150036030,93,emd_point
4150036031,93,emd_point
4150037000,109,emd_point
4150037021,109,emd_point
4150037022,109,emd_point
4150037023,109,emd_point
4150037024,109,emd_point
4150037025,109,emd_point
4150037026,109,emd_point
4150037027,109,emd_point
4150037028,109,emd_point
4150037029,109,emd_point
4150037030,109,emd_point
4150037031,109,emd_point
4150037032,109,emd_point
4150038000,93,emd_point
4150038021,93,emd_point
4150038022,93,emd_point
4150038023,93,emd_point
4150038024,93,emd_point
4150038025,93,emd_point
4150038026,93,emd_point
4150038027,93,emd_point
4150038028,93,emd_point
4150038029,93,emd_point
4150038030,93,emd_point
4155010100,33,region_point
4155010200,33,region_point
4155010300,33,region_point
4155010400,33,region_point
4155010500,33,region_point
4155010600,33,region_point
4155010700,33,region_point
4155010800,33,region_point
4155010900,33,region_point
4155011000,33,region_point
4155011100,33,region_point
4155011200,33,region_point
4155011300,33,region_point
4155011400,33,region_point
4155011500,33,region_point
4155011600,33,region_point
4155011700,33,region_point
4155011800,33,region_point
4155011900,33,region_point
4155012000,33,region_point
4155012100,33,region_point
4155012200,33,region_point
4155012300,33,region_point
4155012400,33,region_point
4155012500,33,region_point
4155012600,33,region_point
4155012700,33,region_point
4155012800,33,region_point
4155012900,33,region_point
4155013000,33,region_point
4155013100,33,region_point
4155013200,33,region_point
4155013300,33,region_point
4155025000,30,emd_point
4155025021,30,emd_point
4155025022,30,emd_point
4155025023,30,emd_point
4155025024,30,emd_point
4155025025,30,emd_point
4155025026,30,emd_point
4155025027,30,emd_point
4155025028,30,emd_point
4155025029,30,emd_point
4155025030,30,emd_point
4155025031,30,emd_point
4155031000,101,emd_point
4155031021,101,emd_point
4155031022,101,emd_point
4155031023,101,emd_point
4155031024,101,emd_point
4155031025,101,emd_point
4155031026,101,emd_point
4155031027,101,emd_point
4155031028,101,emd_point
4155031029,101,emd_point
4155031030,101,emd_point
4155031031,101,emd_point
4155031032,101,emd_point
4155031033,101,emd_point
4155031034,101,emd_point
4155031035,101,emd_point
4155031036,101,emd_point
4155031037,101,emd_point
4155031038,101,emd_point
4155031039,101,emd_point
4155032000,169,emd_point
4155032021,169,emd_point
4155032022,169,emd_point
4155032023,169,emd_point
4155032024,169,emd_point
4155032025,169,emd_point
4155032026,169,emd_point
4155032027,169,emd_point
4155032028,169,emd_point
4155032029,169,emd_point
4155032030,169,emd_point
4155032031,169,emd_point
4155032032,169,emd_point
4155032033,169,emd_point
4155032034,169,emd_point
4155033000,51,emd_point
4155033021,51,emd_point
4155033022,51,emd_point
4155033023,51,emd_point
4155033024,51,emd_point
4155033025,51,emd_point
4155033026,51,emd_point
4155033027,51,emd_point
4155033028,51,emd_point
4155033029,51,emd_point
4155033030,51,emd_point
4155033031,51,emd_point
4155033032,51,emd_point
4155033033,51,emd_point
4155033034,51,emd_point
4155034000,34,emd_point
4155034021,34,emd_point
4155034022,34,emd_point
4155034023,34,emd_point
4155034024,34,emd_point
4155034025,34,emd_point
4155034026,34,emd_point
4155034027,34,emd_point
4155034028,34,emd_point
4155034029,34,emd_point
4155034030,34,emd_point
4155034031,34,emd_point
4155034032,34,emd_point
4155034033,34,emd_point
4155034034,34,emd_point
4155034035,34,emd_point
4155034036,34,emd_point
4155034037,34,emd_point
4155034038,34,emd_point
4155035000,26,emd_point
4155035021,26,emd_point
4155035022,26,emd_point
4155035023,26,emd_point
4155035024,26,emd_point
4155035025,26,emd_point
4155035026,26,emd_point
4155035027,26,emd_point
4155035028,26,emd_point
4155035029,26,emd_point
4155035030,26,emd_point
4155035031,26,emd_point
4155035032,26,emd_point
4155035033,26,emd_point
4155035034,26,emd_point
4155036000,36,emd_point
4155036021,36,emd_point
4155036022,36,emd_point
4155036023,36,emd_point
4155036024,36,emd_point
4155036025,36,emd_point
4155036026,36,emd_point
4155036027,36,emd_point
4155036028,36,emd_point
4155036029,36,emd_point
4155036030,36,emd_point
4155036031,36,emd_point
4155036032,36,emd_point
4155036033,36,emd_point
4155036034,36,emd_point
4155036035,36,emd_point
4155036036,36,emd_point
4155036037,36,emd_point
4155036038,36,emd_point
4155038000,34,emd_point
4155038021,34,emd_point
4155038022,34,emd_point
4155038023,34,emd_point
4155038024,34,emd_point
4155038025,34,emd_point
4155038026,34,emd_point
4155038027,34,emd_point
4155038028,34,emd_point
4155039000,86,emd_point
4155039021,86,emd_point
4155039022,86,emd_point
4155039023,86,emd_point
4155039024,86,emd_point
4155039025,86,emd_point
4155039026,86,emd_point
4155039027,86,emd_point
4155039028,86,emd_point
4155039029,86,emd_point
4155039030,86,emd_point
4155039031,86,emd_point
4155039032,86,emd_point
4155039033,86,emd_point
4155039034,86,emd_point
4155039035,86,emd_point
4155040000,94,emd_point
4155040021,94,emd_point
4155040022,94,emd_point
4155040023,94,emd_point
4155040024,94,emd_point
4155040025,94,emd_point
4155040026,94,emd_point
4155040027,94,emd_point
4155040028,94,emd_point
4155040029,94,emd_point
4155040030,94,emd_point
4155041000,156,emd_point
4155041021,156,emd_point
4155041022,156,emd_point
4155041023,156,emd_point
4155041024,156,emd_point
4155041025,156,emd_point
4155041026,156,emd_point
4155041027,156,emd_point
4155041028,156,emd_point
4155041029,156,emd_point
4155041030,156,emd_point
4155042000,44,emd_point
4155042021,44,emd_point
4155042022,44,emd_point
4155042023,44,emd_point
4155042024,44,emd_point
4155042025,44,emd_point
4155042026,44,emd_point
4155042027,44,emd_point
4157010100,58,region_point
4157010200,58,region_point
4157010300,13,emd_point
4157010400,10,emd_point
4157010500,58,region_point
4157010600,15,emd_point
4157010700,27,emd_point
4157010800,21,emd_point
4157010900,11,emd_point
4157025000,20,emd_point
4157025021,20,emd_point
4157025022,20,emd_point
4157025023,20,emd_point
4157025024,20,emd_point
4157025025,20,emd_point
4157025026,20,emd_point
4157025027,20,emd_point
4157025028,20,emd_point
4157025029,20,emd_point
4157025300,13,emd_point
4157025321,13,emd_point
4157025322,13,emd_point
4157025323,13,emd_point
4157025324,13,emd_point
4157025325,13,emd_point
4157025600,16,emd_point
4157025621,16,emd_point
4157025622,16,emd_point
4157025623,16,emd_point
4157025624,16,emd_point
4157025625,16,emd_point
4157025626,16,emd_point
4157025627,16,emd_point
4157025628,16,emd_point
4157034000,25,emd_point
4157034021,25,emd_point
4157034022,25,emd_point
4157034023,25,emd_point
4157034024,25,emd_point
4157034025,25,emd_point
4157034026,25,emd_point
4157034027,25,emd_point
4157034028,25,emd_point
4157034029,25,emd_point
4157034030,25,emd_point
4157034031,25,emd_point
4157034032,25,emd_point
4157034033,25,emd_point
4157035000,11,emd_point
4157035021,11,emd_point
4157035022,11,emd_point
4157035023,11,emd_point
4157035024,11,emd_point
4157035025,11,emd_point
4157035026,11,emd_point
4157035027,11,emd_point
4157035028,11,emd_point
4157035029,11,emd_point
4157035030,11,emd_point
4157036000,20,emd_point
4157036021,20,emd_point
4157036022,20,emd_point
4157036023,20,emd_point
