region_code,region_name,clmt_zone_code,annual_mean_temp,temp_seasonality,annual_precip,weather_months,valid_temp_months,growing_temp,score_09001_temp,score_09001_total,score_09011_temp,score_09011_total,score_07001_temp,score_07001_total,score_03001_temp,score_03001_total,score_04009_temp,score_04009_total,env_cluster,env_anomaly_dist,env_anomaly_flag
4420025000,충청남도 아산시 염치읍,13,13.75,11.036015420596165,706.0,12,12,22.483333333333334,5.5,5.5,100.0,100.0,91.3,91.3,100.0,100.0,92.9,92.9,1.0,1.998,True
5119000000,강원특별자치도 태백시,2,7.574999999999999,10.608497880130216,1095.5,12,12,16.016666666666666,100.0,100.0,0.0,0.0,84.0,84.0,0.0,0.0,86.7,86.7,2.0,2.098,True
4150010300,경기도 이천시 중리동,7,12.716666666666667,10.809577683562374,1924.2,12,12,21.3,28.0,28.0,100.0,100.0,90.4,90.4,100.0,100.0,91.9,91.9,1.0,1.715,False
4822034000,경상남도 통영시 광도면,16,15.024999999999999,9.873852062161685,1762.6,12,12,22.400000000000002,1.2,1.2,93.9,93.9,92.3,92.3,100.0,100.0,92.8,92.8,0.0,1.134,False
4374525000,충청북도 증평군 증평읍,8,,,,12,0,,,,,,,,,,,,,,
4163031000,경기도 양주시 은현면,6,12.141666666666666,11.134096553407737,1490.0,12,12,21.016666666666666,41.6,41.6,100.0,100.0,89.8,89.8,92.7,92.7,91.7,91.7,1.0,0.845,False
4374040000,충청북도 영동군 심천면,4,,,,12,0,,,,,,,,,,,,,,
4725033000,경상북도 상주시 낙동면,11,13.525,10.947156127174184,947.0,12,12,22.25,7.8,7.8,100.0,100.0,91.3,91.3,100.0,100.0,92.7,92.7,1.0,1.381,False
1217043000,전남광주통합특별시 나주시 봉황면,10,13.716666666666667,10.064323427861709,3881.4,12,12,21.483333333333334,17.6,17.6,100.0,100.0,91.0,91.0,100.0,100.0,92.1,92.1,3.0,2.188,True
4423032000,충청남도 논산시 광석면,14,13.533333333333333,10.760477628241173,1683.0,12,12,21.983333333333334,10.6,10.6,100.0,100.0,91.2,91.2,100.0,100.0,92.5,92.5,1.0,1.424,False
5176036000,강원특별자치도 평창군 진부면,1,9.608333333333333,11.082784219707884,1127.0,12,12,18.416666666666668,100.0,100.0,71.3,71.3,86.9,86.9,39.0,39.0,89.3,89.3,2.0,0.518,False
