region_code,region_name,scenario,crop_code,api_ec_value,ec_value_on_band_scale,score,penalized,measured,method_warning
4824033000,경상남도 사천시 용현면,raw_1_to_5,03001,0.6662209196929253,0.6662209196929253,100.0,False,False,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
5275033000,전북특별자치도 임실군 신평면,raw_1_to_5,03001,0.247,0.247,100.0,False,True,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
4725043000,경상북도 상주시 외서면,raw_1_to_5,03001,0.97,0.97,100.0,False,True,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
1275025000,전남광주통합특별시 보성군 보성읍,raw_1_to_5,03001,0.2903949851307877,0.2903949851307877,100.0,False,False,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
5214025000,전북특별자치도 익산시 함열읍,raw_1_to_5,03001,1.5838603131128937,1.5838603131128937,100.0,False,False,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
4888025000,경상남도 거창군 거창읍,raw_1_to_5,03001,0.223,0.223,100.0,False,True,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
1283034000,전남광주통합특별시 영광군 군서면,raw_1_to_5,03001,1.719670662322262,1.719670662322262,100.0,False,False,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
4812000000,경상남도 창원시,raw_1_to_5,03001,0.5977566975907951,0.5977566975907951,100.0,False,False,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
4775025000,경상북도 청송군 청송읍,raw_1_to_5,03001,0.365,0.365,100.0,False,True,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
4159000000,경기도 화성시,raw_1_to_5,03001,0.547684411880979,0.547684411880979,100.0,False,False,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
5274025000,전북특별자치도 장수군 장수읍,raw_1_to_5,03001,0.17,0.17,100.0,False,True,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
4721036000,경상북도 영주시 봉현면,raw_1_to_5,03001,0.395,0.395,100.0,False,True,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
1276031000,전남광주통합특별시 화순군 한천면,raw_1_to_5,03001,1.3651557064127169,1.3651557064127169,100.0,False,False,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
5218038000,전북특별자치도 정읍시 정우면,raw_1_to_5,03001,1.145,1.145,100.0,False,True,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
4885033000,경상남도 하동군 적량면,raw_1_to_5,03001,0.57,0.57,100.0,False,True,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
1280031000,전남광주통합특별시 영암군 덕진면,raw_1_to_5,03001,1.6025890601944586,1.6025890601944586,100.0,False,False,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
4139011900,경기도 시흥시 하중동,raw_1_to_5,03001,1.4521198902893415,1.4521198902893415,100.0,False,False,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
5272025000,전북특별자치도 진안군 진안읍,raw_1_to_5,03001,0.485,0.485,100.0,False,True,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
2772031000,대구광역시 군위군 소보면,raw_1_to_5,03001,0.6062605333459804,0.6062605333459804,100.0,False,False,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
