region_code,region_name,indicator,actual_value,log_score_multiplier_2,national_grade_score,deviation_log_minus_grade,absolute_deviation
5271033000,전북특별자치도 완주군 이서면,ec,0.5,100.0,100,0.0,0.0
5180000000,강원특별자치도 양구군,ec,0.435,100.0,100,0.0,0.0
5123031000,강원특별자치도 삼척시 근덕면,ec,1.34,100.0,100,0.0,0.0
4315025000,충청북도 제천시 봉양읍,ec,1.833,92.9579484940707,90,2.957948494070706,2.957948494070706
5277040000,전북특별자치도 순창군 구림면,ec,0.279,100.0,100,0.0,0.0
1281033000,전남광주통합특별시 무안군 청계면,ec,,,,,
4711300000,경상북도 포항시 북구,ec,,,,,
4782025000,경상북도 청도군 화양읍,ec,0.58,100.0,100,0.0,0.0
4792000000,경상북도 봉화군,ec,0.2,100.0,100,0.0,0.0
5011025600,제주특별자치도 제주시 구좌읍,ec,0.36,100.0,100,0.0,0.0
4427000000,충청남도 당진시,ec,0.388,100.0,100,0.0,0.0
5177025000,강원특별자치도 정선군 정선읍,ec,0.381,100.0,100,0.0,0.0
4167011200,경기도 여주시 상거동,ec,0.8,100.0,100,0.0,0.0
4884031000,경상남도 남해군 이동면,ec,0.5,100.0,100,0.0,0.0
4313012200,충청북도 충주시 안림동,ec,1.325,100.0,100,0.0,0.0
4165034000,경기도 포천시 신북면,ec,0.75,100.0,100,0.0,0.0
4471031000,충청남도 금산군 금성면,ec,0.46,100.0,100,0.0,0.0
4773025000,경상북도 의성군 의성읍,ec,0.544,100.0,100,0.0,0.0
1217037000,전남광주통합특별시 나주시 문평면,ec,,,,,
5271000000,전북특별자치도 완주군,ec,0.5,100.0,100,0.0,0.0
4777037000,경상북도 영덕군 병곡면,ec,0.5,100.0,100,0.0,0.0
1272031000,전남광주통합특별시 곡성군 오곡면,ec,,,,,
1217034000,전남광주통합특별시 나주시 공산면,ec,,,,,
3171031000,울산광역시 울주군 서생면,ec,,,,,
4782034000,경상북도 청도군 이서면,ec,0.58,100.0,100,0.0,0.0
4717032000,경상북도 안동시 북후면,ec,,,,,
5011025000,제주특별자치도 제주시 한림읍,ec,0.36,100.0,100,0.0,0.0
4128000000,경기도 고양시,ec,,,,,
5177035000,강원특별자치도 정선군 임계면,ec,0.381,100.0,100,0.0,0.0
4146100000,경기도 용인시 처인구,ec,,,,,
4824012600,경상남도 사천시 송포동,ec,,,,,
4377031000,충청북도 음성군 소이면,ec,0.329,100.0,100,0.0,0.0
5178025900,강원특별자치도 철원군 동송읍,ec,0.545,100.0,100,0.0,0.0
5274000000,전북특별자치도 장수군,ec,0.17,100.0,100,0.0,0.0
4729033000,경상북도 경산시 자인면,ec,,,,,
1215035000,전남광주통합특별시 순천시 주암면,ec,,,,,
5213036000,전북특별자치도 군산시 개정면,ec,6.4,0.0,50,-50.0,50.0
4793040000,경상북도 울진군 매화면,ec,0.23,100.0,100,0.0,0.0
4784000000,경상북도 성주군,ec,1.49,94.59754967160887,90,4.597549671608874,4.597549671608874
1281034000,전남광주통합특별시 무안군 현경면,ec,,,,,
3171026200,울산광역시 울주군 청량읍,ec,,,,,
4827034000,경상남도 밀양시 산내면,ec,0.8,100.0,100,0.0,0.0
4776000000,경상북도 영양군,ec,1.17,100.0,100,0.0,0.0
5011025900,제주특별자치도 제주시 조천읍,ec,0.36,100.0,100,0.0,0.0
4111000000,경기도 수원시,ec,,,,,
5119010100,강원특별자치도 태백시 황지동,ec,0.33,100.0,100,0.0,0.0
4161010600,경기도 광주시 목현동,ec,0.6,100.0,100,0.0,0.0
4825011500,경상남도 김해시 전하동,ec,1.226,100.0,100,0.0,0.0
4313011400,충청북도 충주시 달천동,ec,1.325,100.0,100,0.0,0.0
5111025000,강원특별자치도 춘천시 신북읍,ec,,,,,
